params,lexical_ac,reward,mrr,ndcg,context_similarity,answer_precision,answer_f1,avg_similarity,total_time,timed_out,total_tokens
"{'Database_type': 1, 'CHUNK_SIZE': 768, 'CHUNK_OVERLAP': 48, 'RETRIEVER_K': 10, 'embedding_temperature': 0.75, 'embedding_num_ctx': 512, 'embedding_repeat_penalty': 0.9, 'embedding_top_k': 50, 'chat_temperature': 1.0, 'chat_num_ctx': 512, 'chat_repeat_penalty': 1.5, 'chat_top_k': 100}",0.2065724165980163,0.2065724165980163,0.97,0.9550922198349465,0.946834337857589,0.18473661441754044,0.2065724165980163,0,118.78172302246094,False,0
"{'Database_type': 1, 'CHUNK_SIZE': 768, 'CHUNK_OVERLAP': 48, 'RETRIEVER_K': 10, 'embedding_temperature': 0.75, 'embedding_num_ctx': 512, 'embedding_repeat_penalty': 0.9, 'embedding_top_k': 75, 'chat_temperature': 1.0, 'chat_num_ctx': 512, 'chat_repeat_penalty': 1.5, 'chat_top_k': 100}",0.2065032903219935,0.2065032903219935,0.97,0.9550922198349465,0.946834337857589,0.18492826060918663,0.2065032903219935,0,115.84200644493103,False,0
"{'Database_type': 1, 'CHUNK_SIZE': 768, 'CHUNK_OVERLAP': 48, 'RETRIEVER_K': 10, 'embedding_temperature': 0.75, 'embedding_num_ctx': 512, 'embedding_repeat_penalty': 0.9, 'embedding_top_k': 75, 'chat_temperature': 1.0, 'chat_num_ctx': 8192, 'chat_repeat_penalty': 1.5, 'chat_top_k': 100}",0.21207469687789737,0.21207469687789737,0.97,0.9550922198349465,0.946834337857589,0.1727260273848461,0.21207469687789737,0,254.04983377456665,False,0
"{'Database_type': 1, 'CHUNK_SIZE': 768, 'CHUNK_OVERLAP': 96, 'RETRIEVER_K': 10, 'embedding_temperature': 0.75, 'embedding_num_ctx': 512, 'embedding_repeat_penalty': 0.9, 'embedding_top_k': 75, 'chat_temperature': 1.0, 'chat_num_ctx': 8192, 'chat_repeat_penalty': 1.5, 'chat_top_k': 100}",0.21820618320605245,0.21820618320605245,0.975,0.9543470763909424,0.9427948351404705,0.18309955277915538,0.21820618320605245,0,243.5618064403534,False,0
"{'Database_type': 1, 'CHUNK_SIZE': 768, 'CHUNK_OVERLAP': 96, 'RETRIEVER_K': 10, 'embedding_temperature': 0.75, 'embedding_num_ctx': 512, 'embedding_repeat_penalty': 1.4, 'embedding_top_k': 75, 'chat_temperature': 1.0, 'chat_num_ctx': 8192, 'chat_repeat_penalty': 1.5, 'chat_top_k': 100}",0.21820618320605245,0.21820618320605245,0.975,0.9543470763909424,0.9427948351404705,0.18309955277915538,0.21820618320605245,0,242.56775045394897,False,0
"{'Database_type': 1, 'CHUNK_SIZE': 768, 'CHUNK_OVERLAP': 96, 'RETRIEVER_K': 3, 'embedding_temperature': 0.75, 'embedding_num_ctx': 512, 'embedding_repeat_penalty': 1.4, 'embedding_top_k': 75, 'chat_temperature': 1.0, 'chat_num_ctx': 8192, 'chat_repeat_penalty': 1.5, 'chat_top_k': 100}",0.2419453301669516,0.2419453301669516,0.975,0.9729203034935822,0.9592995971309028,0.1973907744707352,0.2419453301669516,0,154.01919436454773,False,0
"{'Database_type': 1, 'CHUNK_SIZE': 256, 'CHUNK_OVERLAP': 96, 'RETRIEVER_K': 3, 'embedding_temperature': 0.75, 'embedding_num_ctx': 512, 'embedding_repeat_penalty': 1.4, 'embedding_top_k': 75, 'chat_temperature': 1.0, 'chat_num_ctx': 8192, 'chat_repeat_penalty': 1.5, 'chat_top_k': 100}",0.24586705507965623,0.24586705507965623,0.975,0.9753286798191364,0.9791822628231084,0.2021163529704425,0.24586705507965623,0,273.20181584358215,False,0
"{'Database_type': 1, 'CHUNK_SIZE': 256, 'CHUNK_OVERLAP': 96, 'RETRIEVER_K': 3, 'embedding_temperature': 0.75, 'embedding_num_ctx': 2048, 'embedding_repeat_penalty': 1.4, 'embedding_top_k': 75, 'chat_temperature': 1.0, 'chat_num_ctx': 8192, 'chat_repeat_penalty': 1.5, 'chat_top_k': 100}",0.24725238357560972,0.24725238357560972,0.975,0.9745258877106182,0.9777740631796147,0.2037712473312876,0.24725238357560972,0,278.13779854774475,False,0
"{'Database_type': 1, 'CHUNK_SIZE': 256, 'CHUNK_OVERLAP': 96, 'RETRIEVER_K': 3, 'embedding_temperature': 0.75, 'embedding_num_ctx': 2048, 'embedding_repeat_penalty': 1.4, 'embedding_top_k': 75, 'chat_temperature': 1.0, 'chat_num_ctx': 8192, 'chat_repeat_penalty': 0.9, 'chat_top_k': 100}",0.31384977431173394,0.31384977431173394,0.975,0.9745258877106182,0.9777740631796147,0.27575278289866695,0.31384977431173394,0,283.3300242424011,False,0
"{'Database_type': 1, 'CHUNK_SIZE': 256, 'CHUNK_OVERLAP': 96, 'RETRIEVER_K': 3, 'embedding_temperature': 0.75, 'embedding_num_ctx': 2048, 'embedding_repeat_penalty': 1.4, 'embedding_top_k': 75, 'chat_temperature': 0.25, 'chat_num_ctx': 8192, 'chat_repeat_penalty': 0.9, 'chat_top_k': 100}",0.32211820230869576,0.32211820230869576,0.975,0.9745258877106182,0.9777740631796147,0.27372168580620815,0.32211820230869576,0,284.99084401130676,False,0
"{'Database_type': 1, 'CHUNK_SIZE': 256, 'CHUNK_OVERLAP': 96, 'RETRIEVER_K': 3, 'embedding_temperature': 0.5, 'embedding_num_ctx': 2048, 'embedding_repeat_penalty': 1.4, 'embedding_top_k': 75, 'chat_temperature': 0.25, 'chat_num_ctx': 8192, 'chat_repeat_penalty': 0.9, 'chat_top_k': 100}",0.32211820230869576,0.32211820230869576,0.975,0.9745258877106182,0.9777740631796147,0.27372168580620815,0.32211820230869576,0,284.5672183036804,False,0
"{'Database_type': 2, 'CHUNK_SIZE': 256, 'CHUNK_OVERLAP': 96, 'RETRIEVER_K': 3, 'embedding_temperature': 0.5, 'embedding_num_ctx': 2048, 'embedding_repeat_penalty': 1.4, 'embedding_top_k': 75, 'chat_temperature': 0.25, 'chat_num_ctx': 8192, 'chat_repeat_penalty': 0.9, 'chat_top_k': 100}",0.3072984350920427,0.3072984350920427,0.85,0.85,0.9497627313419663,0.2895789818893963,0.3072984350920427,0,298.37923645973206,False,0
