params,mrr,ndcg,context_similarity,total_time,total_tokens,timed_out,stage,global_iteration,timestamp,lexical_ac,answer_precision,answer_f1,avg_similarity
"CHUNK_SIZE                   932.000000
CHUNK_OVERLAP                 71.000000
embedding_temperature          0.747687
embedding_num_ctx           1572.000000
embedding_repeat_penalty       1.495685
embedding_top_k               19.000000
Database_type                  1.000000
Name: 0, dtype: float64",0.70725,0.7429839257051108,0.8060627892584246,114.94173240661621,3672,False,1,1,114.993656873703,,,,
"CHUNK_SIZE                   534.000000
CHUNK_OVERLAP                 83.000000
embedding_temperature          0.261759
embedding_num_ctx           1101.000000
embedding_repeat_penalty       1.147559
embedding_top_k               74.000000
Database_type                  3.000000
Name: 0, dtype: float64",0.7111666666666666,0.7517904182449684,0.7966502202828518,133.130108833313,3672,False,1,2,248.1761598587036,,,,
"CHUNK_SIZE                   381.000000
CHUNK_OVERLAP                 33.000000
embedding_temperature          0.769729
embedding_num_ctx           1964.000000
embedding_repeat_penalty       0.930948
embedding_top_k               92.000000
Database_type                  2.000000
Name: 0, dtype: float64",0.95,0.9481928986068969,0.9779168101406397,152.60961508750916,3672,False,1,3,400.8419568538666,,,,
"CHUNK_SIZE                  700.000000
CHUNK_OVERLAP               121.000000
embedding_temperature         0.224216
embedding_num_ctx           725.000000
embedding_repeat_penalty      1.262667
embedding_top_k              34.000000
Database_type                 2.000000
Name: 0, dtype: float64",0.95,0.9481928986068969,0.9779168101406397,114.90073347091675,3672,False,1,4,515.7962613105774,,,,
"CHUNK_SIZE                  812.000000
CHUNK_OVERLAP                53.000000
embedding_temperature         0.470463
embedding_num_ctx           574.000000
embedding_repeat_penalty      1.347900
embedding_top_k              23.000000
Database_type                 2.000000
Name: 0, dtype: float64",0.95,0.9481928986068969,0.9779168101406397,86.32206273078918,3672,False,1,5,602.170948266983,,,,
"{'RETRIEVER_K': 9.0, 'chat_temperature': 0.40730157494544983, 'chat_num_ctx': 6254.0, 'chat_repeat_penalty': 1.3141207695007324, 'chat_top_k': 99.0}",,,0.9784987547526586,607.9743518829346,443287,False,2,6,1210.2426207065582,0.3009710926295077,0.24364939525317175,0.3009710926295077,0.0
"{'RETRIEVER_K': 5.0, 'chat_temperature': 0.8270456194877625, 'chat_num_ctx': 3405.0, 'chat_repeat_penalty': 1.0595813989639282, 'chat_top_k': 42.0}",,,0.9812588715835393,96.7821044921875,224579,False,2,7,1307.1296875476837,0.31843527103351454,0.24658884068422046,0.31843527103351454,0.0
"{'RETRIEVER_K': 3.0, 'chat_temperature': 0.1361256241798401, 'chat_num_ctx': 6810.0, 'chat_repeat_penalty': 1.4270689487457275, 'chat_top_k': 22.0}",,,0.9846444047657877,73.47881627082825,145143,False,2,8,1380.7068736553192,0.29027604101703935,0.24418557326390491,0.29027604101703935,0.0
"{'RETRIEVER_K': 8.0, 'chat_temperature': 0.5982137322425842, 'chat_num_ctx': 960.0, 'chat_repeat_penalty': 0.9475203156471252, 'chat_top_k': 57.0}",,,0.9795457137208726,67.39752626419067,338534,False,2,9,1448.2032217979431,0.32154660110955724,0.3439785279842608,0.32154660110955724,0.0
"{'RETRIEVER_K': 7.0, 'chat_temperature': 0.06147071719169617, 'chat_num_ctx': 3352.0, 'chat_repeat_penalty': 1.0453532934188843, 'chat_top_k': 77.0}",,,0.9796833881228835,110.45340085029602,303278,False,2,10,1558.755372285843,0.33818913488888064,0.26536715268861866,0.33818913488888064,0.0
"{'RETRIEVER_K': 7.0, 'chat_temperature': 0.000729616961709631, 'chat_num_ctx': 3410.0, 'chat_repeat_penalty': 1.0015982332230315, 'chat_top_k': 100.0}",,,0.9796833881228835,111.18647170066833,303427,False,2,11,1670.9463951587677,0.33716499417481616,0.2706589580510154,0.33716499417481616,0.0
"{'RETRIEVER_K': 7.0, 'chat_temperature': 0.0004276996796948179, 'chat_num_ctx': 3605.0, 'chat_repeat_penalty': 1.0617542721538202, 'chat_top_k': 81.0}",,,0.9796833881228835,109.70977115631104,303161,False,2,12,1781.662255525589,0.3380942321813082,0.2711371235842519,0.3380942321813082,0.0
"{'RETRIEVER_K': 7.0, 'chat_temperature': 0.013418840113733066, 'chat_num_ctx': 3646.0, 'chat_repeat_penalty': 1.0934080329215228, 'chat_top_k': 77.0}",,,0.9796833881228835,108.62976431846619,302992,False,2,13,1891.4388687610626,0.33989421054871644,0.26498672793705585,0.33989421054871644,0.0
"{'RETRIEVER_K': 6.0, 'chat_temperature': 0.00854829970093248, 'chat_num_ctx': 3227.0, 'chat_repeat_penalty': 1.205921747069037, 'chat_top_k': 92.0}",,,0.9802868039935891,110.23804545402527,266483,False,2,14,2002.693480014801,0.3255505335697893,0.24064025252844468,0.3255505335697893,0.0
"{'RETRIEVER_K': 7.0, 'chat_temperature': 0.006625363069351159, 'chat_num_ctx': 3503.0, 'chat_repeat_penalty': 1.1075487560346466, 'chat_top_k': 81.0}",,,0.9796833881228835,110.15939211845398,303257,False,2,15,2114.0004987716675,0.33711125220852767,0.26096275996654095,0.33711125220852767,0.0
"CHUNK_SIZE                   270.000000
CHUNK_OVERLAP                113.000000
embedding_temperature          0.516030
embedding_num_ctx           1814.000000
embedding_repeat_penalty       0.995088
embedding_top_k               59.000000
Database_type                  2.000000
Name: 0, dtype: float64",0.9316666666666668,0.9316344136909273,0.9709596282752249,245.69594931602478,3672,False,1,16,2359.7560522556305,,,,
"CHUNK_SIZE                  598.000000
CHUNK_OVERLAP                67.000000
embedding_temperature         0.008130
embedding_num_ctx           963.000000
embedding_repeat_penalty      1.078182
embedding_top_k              85.000000
Database_type                 1.000000
Name: 0, dtype: float64",0.7395238095238095,0.7704520742811289,0.8429319939218292,124.16571807861328,3672,False,1,17,2483.9783160686493,,,,
"CHUNK_SIZE                   869.000000
CHUNK_OVERLAP                 99.000000
embedding_temperature          0.994112
embedding_num_ctx           1434.000000
embedding_repeat_penalty       1.414590
embedding_top_k               54.000000
Database_type                  3.000000
Name: 0, dtype: float64",0.7362301587301587,0.7808785491294051,0.8271696079475105,119.73274111747742,3672,False,1,18,2603.762209415436,,,,
"CHUNK_SIZE                   922.000000
CHUNK_OVERLAP                 40.000000
embedding_temperature          0.085921
embedding_num_ctx           1731.000000
embedding_repeat_penalty       1.186191
embedding_top_k               41.000000
Database_type                  2.000000
Name: 0, dtype: float64",0.9316666666666668,0.9316344136909273,0.9709596282752249,114.81448316574097,3672,False,1,19,2718.630158185959,,,,
"CHUNK_SIZE                  555.000000
CHUNK_OVERLAP               126.000000
embedding_temperature         0.912417
embedding_num_ctx           665.000000
embedding_repeat_penalty      1.456815
embedding_top_k              98.000000
Database_type                 2.000000
Name: 0, dtype: float64",0.9316666666666668,0.9316344136909273,0.9709596282752249,140.60430455207825,3672,False,1,20,2859.28892993927,,,,
"{'RETRIEVER_K': 7.0, 'chat_temperature': 0.0004276996796948179, 'chat_num_ctx': 3605.0, 'chat_repeat_penalty': 1.0617542721538202, 'chat_top_k': 81.0}",,,0.9724821598851671,108.76564264297485,297734,False,2,21,2968.1515171527863,0.33542914210334795,0.2779328383817188,0.33542914210334795,0.0
