params,mrr,ndcg,context_similarity,total_time,total_tokens,timed_out,stage,global_iteration,timestamp,lexical_ac,answer_precision,answer_f1,avg_similarity
"CHUNK_SIZE                   607.000000
CHUNK_OVERLAP                118.000000
embedding_temperature          0.644303
embedding_num_ctx           1766.000000
embedding_repeat_penalty       0.983320
embedding_top_k               42.000000
Database_type                  2.000000
Name: 0, dtype: float64",0.985,0.9771054405360016,0.9552821231770234,100.20233607292175,3114,False,1,1,100.25612044334412,,,,
"CHUNK_SIZE                  886.000000
CHUNK_OVERLAP                35.000000
embedding_temperature         0.057334
embedding_num_ctx           632.000000
embedding_repeat_penalty      1.388431
embedding_top_k              97.000000
Database_type                 3.000000
Name: 0, dtype: float64",0.6072976190476194,0.7164902979232819,0.8140131537647914,63.34409189224243,3114,False,1,2,163.65279722213745,,,,
"{'RETRIEVER_K': 6, 'chat_num_ctx': 4352, 'chat_repeat_penalty': 1.2, 'chat_temperature': 0.5, 'chat_top_k': 55}",,,0.9595894431410816,105.61959505081177,261653,False,2,3,269.37862372398376,0.3443460458830387,0.269337589116663,0.3443460458830387,0.0
"{'RETRIEVER_K': 1, 'chat_num_ctx': 6216, 'chat_repeat_penalty': 1.466784241727872, 'chat_temperature': 0.9289424207063338, 'chat_top_k': 15}",,,0.9749097344818684,59.95053696632385,65700,False,2,4,329.42909121513367,0.2755002221193614,0.21866179278920186,0.2755002221193614,0.0
"{'RETRIEVER_K': 2, 'chat_num_ctx': 4932, 'chat_repeat_penalty': 1.4961734116023646, 'chat_temperature': 0.009891826830629502, 'chat_top_k': 11}",,,0.9736377145867517,67.14835858345032,104944,False,2,5,396.67661714553833,0.3087578699577576,0.24294867599463896,0.3087578699577576,0.0
"{'RETRIEVER_K': 9, 'chat_num_ctx': 7939, 'chat_repeat_penalty': 1.4472242173042993, 'chat_temperature': 0.28834641270200867, 'chat_top_k': 98}",,,0.9556345920565497,107.67967343330383,375668,False,2,6,504.45586943626404,0.3166239132373429,0.25357548252410245,0.3166239132373429,0.0
"{'RETRIEVER_K': 2, 'chat_num_ctx': 7318, 'chat_repeat_penalty': 0.9123395511395278, 'chat_temperature': 0.6925684409265809, 'chat_top_k': 87}",,,0.9736377145867517,74.32223582267761,106314,False,2,7,578.8777687549591,0.3469578968322218,0.29189507515888746,0.3469578968322218,0.0
"{'RETRIEVER_K': 4, 'chat_num_ctx': 6027, 'chat_repeat_penalty': 1.017131675265945, 'chat_temperature': 0.6122509048409044, 'chat_top_k': 74}",,,0.9623138519590213,85.61907863616943,184264,False,2,8,665.2844142913818,0.3568787969985957,0.2897341348433079,0.3568787969985957,0.0
"{'RETRIEVER_K': 8, 'chat_num_ctx': 3835, 'chat_repeat_penalty': 1.0292562956073976, 'chat_temperature': 0.3022383947995929, 'chat_top_k': 78}",,,0.9572058262559886,112.79872107505798,339311,False,2,9,778.7886393070221,0.3739993121652912,0.291342984235595,0.3739993121652912,0.0
"{'RETRIEVER_K': 10, 'chat_num_ctx': 2607, 'chat_repeat_penalty': 1.4884236093345182, 'chat_temperature': 0.017545812136999128, 'chat_top_k': 75}",,,0.9552821231770234,146.7206244468689,413333,False,2,10,925.608505487442,0.27964730414076994,0.22665737538461295,0.27964730414076994,0.0
"{'RETRIEVER_K': 10, 'chat_num_ctx': 4936, 'chat_repeat_penalty': 0.9803722122757387, 'chat_temperature': 0.12080585985601298, 'chat_top_k': 50}",,,0.9552821231770234,125.4604823589325,416413,False,2,11,1051.8980538845062,0.3818950477286013,0.3039614071099465,0.3818950477286013,0.0
