params,lexical_ac,mrr,ndcg,context_similarity,answer_precision,answer_f1,avg_similarity,total_time,timed_out,total_tokens
"{'CHUNK_SIZE': 607.0, 'CHUNK_OVERLAP': 118.0, 'RETRIEVER_K': 7.0, 'embedding_temperature': 0.8166549205780029, 'embedding_num_ctx': 725.0, 'embedding_repeat_penalty': 1.116264820098877, 'embedding_top_k': 38.0, 'chat_temperature': 0.5094974040985107, 'chat_num_ctx': 7921.0, 'chat_repeat_penalty': 1.2489866018295288, 'chat_top_k': 41.0, 'Database_type': 3.0}",0.29217573974112876,0.767595238095238,0.7990069804298665,0.8451519844158152,0.23145955979135904,0.29217573974112876,0,249.24082970619202,False,0
"{'CHUNK_SIZE': 763.0, 'CHUNK_OVERLAP': 64.0, 'RETRIEVER_K': 5.0, 'embedding_temperature': 0.4510556161403656, 'embedding_num_ctx': 1848.0, 'embedding_repeat_penalty': 1.4085086584091187, 'embedding_top_k': 68.0, 'chat_temperature': 0.013835999183356762, 'chat_num_ctx': 1613.0, 'chat_repeat_penalty': 0.9164378643035889, 'chat_top_k': 68.0, 'Database_type': 1.0}",0.29577686840532436,0.6456666666666666,0.6620165640070104,0.8040744062829299,0.36092220389422097,0.29577686840532436,0,260.0978653430939,False,0
"{'CHUNK_SIZE': 882.0, 'CHUNK_OVERLAP': 81.0, 'RETRIEVER_K': 9.0, 'embedding_temperature': 0.7218927145004272, 'embedding_num_ctx': 1556.0, 'embedding_repeat_penalty': 1.3132500648498535, 'embedding_top_k': 26.0, 'chat_temperature': 0.480835884809494, 'chat_num_ctx': 3479.0, 'chat_repeat_penalty': 1.0717493295669556, 'chat_top_k': 100.0, 'Database_type': 2.0}",0.33231218027174303,0.8844444444444446,0.88202800137019,0.9384260218587674,0.2749579713921908,0.33231218027174303,0,221.90464901924133,False,0
"{'CHUNK_SIZE': 294.0, 'CHUNK_OVERLAP': 51.0, 'RETRIEVER_K': 2.0, 'embedding_temperature': 0.10409326106309891, 'embedding_num_ctx': 997.0, 'embedding_repeat_penalty': 1.0239509344100952, 'embedding_top_k': 86.0, 'chat_temperature': 0.9804174304008484, 'chat_num_ctx': 5812.0, 'chat_repeat_penalty': 1.4124233722686768, 'chat_top_k': 11.0, 'Database_type': 2.0}",0.2748488966358801,0.88,0.88,0.9585768412682298,0.22253684629536455,0.2748488966358801,0,228.9273591041565,False,0
"{'CHUNK_SIZE': 406.0, 'CHUNK_OVERLAP': 99.0, 'RETRIEVER_K': 4.0, 'embedding_temperature': 0.1349031925201416, 'embedding_num_ctx': 1096.0, 'embedding_repeat_penalty': 1.141162633895874, 'embedding_top_k': 19.0, 'chat_temperature': 0.35507887601852417, 'chat_num_ctx': 2799.0, 'chat_repeat_penalty': 0.9752634763717651, 'chat_top_k': 87.0, 'Database_type': 2.0}",0.33323332796788824,0.8866666666666667,0.89,0.9545821437455667,0.28355781931856205,0.33323332796788824,0,256.43814849853516,False,0
"{'CHUNK_SIZE': 468.0, 'CHUNK_OVERLAP': 89.0, 'RETRIEVER_K': 2.0, 'embedding_temperature': 0.658624061450611, 'embedding_num_ctx': 1486.0, 'embedding_repeat_penalty': 1.4702756732535225, 'embedding_top_k': 73.0, 'chat_temperature': 0.9376944575386499, 'chat_num_ctx': 7212.0, 'chat_repeat_penalty': 1.2460488669746241, 'chat_top_k': 98.0, 'Database_type': 1.0}",0.2715885724255666,0.67,0.6830929753571457,0.806368083505952,0.21981958116831804,0.2715885724255666,0,212.51832914352417,False,0
"{'CHUNK_SIZE': 426.0, 'CHUNK_OVERLAP': 97.0, 'RETRIEVER_K': 10.0, 'embedding_temperature': 0.9998639437715162, 'embedding_num_ctx': 827.0, 'embedding_repeat_penalty': 1.141168521281363, 'embedding_top_k': 64.0, 'chat_temperature': 0.9083036206276555, 'chat_num_ctx': 5817.0, 'chat_repeat_penalty': 0.9752634763717651, 'chat_top_k': 87.0, 'Database_type': 2.0}",0.32244669971107415,0.8879166666666667,0.8914283316055738,0.9474321284789536,0.27976424163155444,0.32244669971107415,0,281.4056005477905,False,0
"{'CHUNK_SIZE': 406.0, 'CHUNK_OVERLAP': 98.0, 'RETRIEVER_K': 4.0, 'embedding_temperature': 0.12895007480775555, 'embedding_num_ctx': 1096.0, 'embedding_repeat_penalty': 1.1620644089492498, 'embedding_top_k': 19.0, 'chat_temperature': 0.378498492797828, 'chat_num_ctx': 2799.0, 'chat_repeat_penalty': 0.9752634763717651, 'chat_top_k': 87.0, 'Database_type': 2.0}",0.3337209998321712,0.8866666666666667,0.89,0.9558123525598913,0.2840184477118235,0.3337209998321712,0,252.07695627212524,False,0
"{'CHUNK_SIZE': 714.0, 'CHUNK_OVERLAP': 100.0, 'RETRIEVER_K': 8.0, 'embedding_temperature': 0.5987570536816788, 'embedding_num_ctx': 755.0, 'embedding_repeat_penalty': 1.2545050790036127, 'embedding_top_k': 28.0, 'chat_temperature': 0.19370038470922296, 'chat_num_ctx': 2643.0, 'chat_repeat_penalty': 1.4316757102444084, 'chat_top_k': 92.0, 'Database_type': 2.0}",0.27361772113517296,0.8879166666666667,0.892449624297488,0.9495155580061432,0.2306275209933867,0.27361772113517296,0,320.9248938560486,False,0
"{'CHUNK_SIZE': 828.0, 'CHUNK_OVERLAP': 113.0, 'RETRIEVER_K': 4.0, 'embedding_temperature': 0.1986490146205736, 'embedding_num_ctx': 1848.0, 'embedding_repeat_penalty': 1.4661111688203483, 'embedding_top_k': 86.0, 'chat_temperature': 0.6934226610895475, 'chat_num_ctx': 4166.0, 'chat_repeat_penalty': 1.3741806724810266, 'chat_top_k': 98.0, 'Database_type': 3.0}",0.24402096613406613,0.72,0.7225858432497239,0.8443823399882555,0.20905658586469336,0.24402096613406613,0,221.00212001800537,False,0
"{'CHUNK_SIZE': 406.0, 'CHUNK_OVERLAP': 98.0, 'RETRIEVER_K': 4.0, 'embedding_temperature': 0.1289500743150711, 'embedding_num_ctx': 1096.0, 'embedding_repeat_penalty': 1.1620644330978394, 'embedding_top_k': 19.0, 'chat_temperature': 0.35739641418461177, 'chat_num_ctx': 2799.0, 'chat_repeat_penalty': 0.9754921875729475, 'chat_top_k': 87.0, 'Database_type': 2.0}",0.3328189277271461,0.8866666666666667,0.89,0.9559951010979029,0.28556480500341086,0.3328189277271461,0,251.9864490032196,False,0
"{'CHUNK_SIZE': 406.0, 'CHUNK_OVERLAP': 98.0, 'RETRIEVER_K': 5.0, 'embedding_temperature': 0.1289500743150711, 'embedding_num_ctx': 1096.0, 'embedding_repeat_penalty': 1.1597897945807265, 'embedding_top_k': 18.0, 'chat_temperature': 0.37701235441517306, 'chat_num_ctx': 2793.0, 'chat_repeat_penalty': 0.9751887318843251, 'chat_top_k': 87.0, 'Database_type': 2.0}",0.3283434770208935,0.8866666666666667,0.8893757616820398,0.9533790802759757,0.28561542112524557,0.3283434770208935,0,253.43986988067627,False,0
"{'CHUNK_SIZE': 313.0, 'CHUNK_OVERLAP': 111.0, 'RETRIEVER_K': 4.0, 'embedding_temperature': 0.10119743810930099, 'embedding_num_ctx': 1086.0, 'embedding_repeat_penalty': 1.0919827982587722, 'embedding_top_k': 21.0, 'chat_temperature': 0.3524543483848701, 'chat_num_ctx': 2801.0, 'chat_repeat_penalty': 0.975021564986581, 'chat_top_k': 87.0, 'Database_type': 2.0}",0.3180904741208204,0.9,0.8987721531533804,0.9608642913251039,0.2647312004141719,0.3180904741208204,0,278.16610765457153,False,0
